"study.id","journal.name","publication.title","doi","url","doi_clean","doi_url"
8023,"Oryx","Can domestic dogs save humans from tigers <i>Panthera tigris</i>?",NA,"https://doi.org/10.1017/S0030605308002068","10.1017/S0030605308002068","https://doi.org/10.1017/S0030605308002068"
8024,"Conservation Biology","Beehive fences as a multidimensional conflict-mitigation tool for farmers coexisting with elephants",NA,"https://doi.org/10.1111/cobi.12898","10.1111/cobi.12898","https://doi.org/10.1111/cobi.12898"
8025,"Journal of Wildlife Management","Ecology and translocation-aided recovery of an endangered badger population",NA,"http://onlinelibrary.wiley.com/doi/10.2193/2006-406/epdf","10.2193/2006-406/","https://doi.org/10.2193/2006-406/"
8026,"Wildlife Research","Fox control and rock-wallaby population dynamics II. An update",NA,"https://link.springer.com/article/10.1007/BF03194245",NA,NA
8027,"Biological Conservation","The red fox in Australia - an exotic predator turned biocontrol agent",NA,"https://www.sciencedirect.com/science/article/pii/S0006320702001167",NA,NA
8028,"Journal of Wildlife Management","Effects and mitigation of road impacts on individual movement behavior of wildcats",NA,"http://dx.doi.org/10.2193/2007-574","10.2193/2007-574","https://doi.org/10.2193/2007-574"
8029,"Ecology and Society","Predator-resembling aversive conditioning for managing habituated wildlife",NA,"http://www.ecologyandsociety.org/vol10/iss1/art31/",NA,NA
8030,"Conservation Genetics","The reintroduction of the Eurasian otter (<i>Lutra lutra</i>) into the Netherlands: hidden life revealed by noninvasive genetic monitoring",NA,"https://doi.org/10.1007/s10592-010-0051-6","10.1007/s10592-010-0051-6","https://doi.org/10.1007/s10592-010-0051-6"
8031,"Biological Conservation","The effect of demographic characteristics on the success of ungulate re-introductions",NA,"https://doi.org/10.1016/S0006-3207(99)00141-X","10.1016/S0006-3207(99)00141-X","https://doi.org/10.1016/S0006-3207(99)00141-X"
8032,"Wildlife Research","Biological, technical, and social aspects of applying electrified fladry for livestock protection from wolves (<i>Canis lupus</i>)",NA,"https://doi.org/10.1071/WR10022","10.1071/WR10022","https://doi.org/10.1071/WR10022"
8033,"The Canadian Field-Naturalist","Long-range homing by an adult female black bear, <i>Ursus americanus</i>",NA,"http://journals.sfu.ca/cfn/index.php/cfn/article/viewFile/246/246",NA,NA
8034,"Australian Mammalogy","Translocation of mala (<i>Lagorchestes hirsutus</i>) from the Tanami desert, Northern Territory to Trimouille Island, Western Australia",NA,"https://www.jstor.org/stable/3809438",NA,NA
8035,"Adirondack Journal of Environmental Studies","Animals crossing the Northway: are existing culverts useful?",NA,"https://www.researchgate.net/publication/216805367_Animals_crossing_the_Northway_are_existing_culverts_useful",NA,NA
8036,"Forest Ecology and Management","Effects of an ongoing oak savanna restoration on small mammals in Lower Michigan","https://doi.org/10.1016/j.foreco.2016.02.016","https://doi.org/10.1016/j.foreco.2016.02.016","10.1016/j.foreco.2016.02.016","https://doi.org/10.1016/j.foreco.2016.02.016"
8037,"Human-Wildlife Conflicts","Effects of aversive conditioning on behavior of nuisance Louisiana black bears",NA,"https://www.jstor.org/stable/24875663",NA,NA
8038,"Journal of Wildlife Diseases","Experimental ivermectin treatment of sarcoptic mange and establishment of a mange-free population of Spanish ibex",NA,"https://doi.org/10.7589/0090-3558-37.4.775","10.7589/0090-3558-37.4.775","https://doi.org/10.7589/0090-3558-37.4.775"
8039,"Journal of Wildlife Management","Manipulations of black bear and coyote affect caribou calf survival",NA,"https://doi.org/10.1002/jwmg.21174","10.1002/jwmg.21174","https://doi.org/10.1002/jwmg.21174"
8040,"Biological Conservation","Analyzing the past to understand the future: natural mating yields better reproductive rates than artificial insemination in the giant panda","https://doi.org/10.1016/j.biocon.2017.09.025","https://doi.org/10.1016/j.biocon.2017.09.025","10.1016/j.biocon.2017.09.025","https://doi.org/10.1016/j.biocon.2017.09.025"
8041,"Biological Conservation","The anatomy of a failed offset",NA,"https://doi.org/10.1016/j.biocon.2017.04.022","10.1016/j.biocon.2017.04.022","https://doi.org/10.1016/j.biocon.2017.04.022"
8042,"Wildlife Research","The use of nest boxes by arboreal marsupials in the forests of the Central Highlands of Victoria",NA,"http://www.publish.csiro.au/wr/WR02047",NA,NA
8043,"Animal Conservation","The vacant planting: limited influence of habitat restoration on patch colonization patterns by arboreal marsupials in south-eastern Australia","https://doi.org/10.1111/acv.12316","https://doi.org/10.1111/acv.12316","10.1111/acv.12316","https://doi.org/10.1111/acv.12316"
8044,"Proceedings of the Eleventh Vertebrate Pest Conference","Strobe light and siren devices for protecting fenced-pasture and range sheep from coyote predation",NA,"http://digitalcommons.unl.edu/vpc11/20?utm_source=digitalcommons.unl.edu%2Fvpc11%2F20&utm_medium=PDF&utm_campaign=PDFCoverPages",NA,NA
8045,"Journal of Range Management","Electric fencing reduces coyote predation on pastured sheep",NA,"https://www.jstor.org/stable/3898301",NA,NA
8046,"Environmental Management","Sustainably harvesting a large carnivore? Development of Eurasian lynx populations in Norway during 160 years of shifting policy",NA,"https://link.springer.com/article/10.1007/s00267-010-9455-9","10.1007/s00267-010-9455-9","https://doi.org/10.1007/s00267-010-9455-9"
8047,"Slovak Raptor Journal","Conservation of European ground squirrel (Mammalia: Rodentia) in Slovakia: results of current reintroduction programme",NA,"https://content.sciendo.com/view/journals/srj/8/2/article-p105.xml",NA,NA
8049,"Animal Conservation","Effects of food supplementation on home-range size, reproductive success, productivity and recruitment in a small population of Iberian lynx","http://dx.doi.org/10.1111/j.1469-1795.2009.00300.x","http://dx.doi.org/10.1111/j.1469-1795.2009.00300.x","10.1111/j.1469-1795.2009.00300.x","https://doi.org/10.1111/j.1469-1795.2009.00300.x"
8050,"Galemys","O papel do programa lince (LPN/FFI) na recuperação do habitat e presas do lince-ibérico no sul de Portugal","https://doi.org/10.7325/7","http://secem.es/galemys/index.php/Galemys/article/view/7","10.7325/7","https://doi.org/10.7325/7"
8051,"Therya","La liebre amenazada <i>Lepus flavigularis</i> prefiere establecer sus sitios de alimentación y descanso en potreros con presencia de ganado","http://dx.doi.org/10.12933/therya-16-393","http://dx.doi.org/10.12933/therya-16-393","10.12933/therya-16-393","https://doi.org/10.12933/therya-16-393"
8052,"Journal of Wildlife Management","Translocation of overabundant species: implications for translocated individuals","https://doi.org/10.1002/jwmg.401","https://doi.org/10.1002/jwmg.401","10.1002/jwmg.401","https://doi.org/10.1002/jwmg.401"
8053,"Journal for Nature Conservation (English 2002-)*","Free housing for declining populations: optimizing the provision of artificial breeding structures","https://doi.org/10.1016/j.jnc.2014.03.006","https://doi.org/10.1016/j.jnc.2014.03.006","10.1016/j.jnc.2014.03.006","https://doi.org/10.1016/j.jnc.2014.03.006"
8054,"Applied Animal Behaviour Science","Bold, shy, and persistent: variable coyote response to light and sound stimuli",NA,"https://doi.org/10.1016/j.applanim.2008.06.013","10.1016/j.applanim.2008.06.013","https://doi.org/10.1016/j.applanim.2008.06.013"
8055,"Human Wildlife Interactions","Testing fladry as a nonlethal management tool for wolves and coyotes in Michigan",NA,"https://digitalcommons.usu.edu/hwi/vol4/iss1/11/",NA,NA
8056,"Journal of Wildlife Management","Post-release movements of introduced marten","http://dx.doi.org/10.2307/3808052","http://dx.doi.org/10.2307/3808052","10.2307/3808052","https://doi.org/10.2307/3808052"
8057,"Molecular Ecology","The power of genetic monitoring for studying demography, ecology, and genetics of a reintroduced brown bear population","http://dx.doi.org/10.1111/j.1365-294X.2010.04791.x","http://dx.doi.org/10.1111/j.1365-294X.2010.04791.x","10.1111/j.1365-294X.2010.04791.x","https://doi.org/10.1111/j.1365-294X.2010.04791.x"
8058,"Wildlife Society Bulletin","Field test of a coyote-proof fence",NA,"https://www.jstor.org/stable/3781487",NA,NA
8060,"Journal of Mammalogy","Habitat selection in reintroduced giant anteaters: the critical role of conservation areas","https://doi.org/10.1093/jmammal/gyv107","https://doi.org/10.1093/jmammal/gyv107","10.1093/jmammal/gyv107","https://doi.org/10.1093/jmammal/gyv107"
8061,"Transportation Research Record","Use of highway underpasses by large mammals and other wildlife in Virginia: factors influencing their effectiveness",NA,"https://doi.org/10.3141/2011-17","10.3141/2011-17","https://doi.org/10.3141/2011-17"
8062,"Journal of Range Management","An evaluation of anti-coyote electric fencing",NA,"https://www.jstor.org/stable/3897890",NA,NA
8064,"Journal of Threatened Taxa","A study on the behavior and colonization of translocated greater one-horned rhinos <i>Rhinoceros unicornis</i> (Mammalia: Perissodactyla: Rhinocerotidae) during 90 days from their release at Manas National Park, Assam India",NA,"https://doi.org/10.11609/JoTT.o4024.6864-77","10.11609/JoTT.o4024.6864-77","https://doi.org/10.11609/JoTT.o4024.6864-77"
8065,"Behavioral and Neural Biology","Field application of the conditioned taste aversion paradigm to the control of coyote predation on sheep and turkeys",NA,"https://doi.org/10.1016/S0163-1047(80)92882-4","10.1016/S0163-1047(80)92882-4","https://doi.org/10.1016/S0163-1047(80)92882-4"
8066,"Conservation Genetics","Genetic diversity and individual identification of reintroduced otters (<i>Lutra lutra</i>) in north-eastern Spain by DNA genotyping of spraints","http://dx.doi.org/10.1007/s10592-007-9315-1","http://dx.doi.org/10.1007/s10592-007-9315-1","10.1007/s10592-007-9315-1","https://doi.org/10.1007/s10592-007-9315-1"
8067,"Wildlife Society Bulletin","Road mitigation is a demographic filter for grizzly bears",NA,"https://doi.org/10.1002/wsb.828","10.1002/wsb.828","https://doi.org/10.1002/wsb.828"
8068,"Journal of Wildlife Management","Movements of translocated wolves in Minnesota",NA,"https://www.jstor.org/stable/3801418",NA,NA
8069,"Crop Protection","Negative operant conditioning fails to deter white-tailed deer foraging activity",NA,"https://doi.org/10.1016/S0261-2194(03)00048-6","10.1016/S0261-2194(03)00048-6","https://doi.org/10.1016/S0261-2194(03)00048-6"
8070,"Bears: Their Biology and Management","Evaluation of an aversive conditioning technique used on female grizzly bears in the Yellowstone ecosystem",NA,"https://www.jstor.org/stable/3872738",NA,NA
8071,"Wildlife Society Bulletin","Propane exploders and Electronic Guards were ineffective at reducing deer damage in cornfields",NA,"https://doi.org/10.2193/0091-7648(2004)32[524:PEAEGW]2.0.CO;2","10.2193/0091-7648(2004)32[524:PEAEGW]2.0.CO;2","https://doi.org/10.2193/0091-7648(2004)32[524:PEAEGW]2.0.CO;2"
8072,"Wildlife Society Bulletin","Evaluation of a deer-activated bioacoustic frightening device for reducing deer damage in cornfields",NA,"https://doi.org/10.2193/0091-7648(2004)32[515:EOADBF]2.0.CO;2","10.2193/0091-7648(2004)32[515:EOADBF]2.0.CO;2","https://doi.org/10.2193/0091-7648(2004)32[515:EOADBF]2.0.CO;2"
8073,"Wildlife Research","Do feathertail gliders show a preference for nest box design?",NA,"http://www.bioone.org/doi/abs/10.2193/0091-7648(2006)34%5B171:NBRFSU%5D2.0.CO%3B2","10.2193/0091-7648(2006)34%5B171:NBRFSU%5D2.0.CO%3B2","https://doi.org/10.2193/0091-7648(2006)34%5B171:NBRFSU%5D2.0.CO%3B2"
8074,"Australian Mammalogy","Will arboreal mammals use rope-bridges across a highway in eastern Australia?",NA,"http://dx.doi.org/10.1071/AM12006","10.1071/AM12006","https://doi.org/10.1071/AM12006"
8075,"Australian Mammalogy","Targeted field testing of wildlife road-crossing structures: koalas and canopy rope-bridges",NA,"http://dx.doi.org/10.1071/AM16014","10.1071/AM16014","https://doi.org/10.1071/AM16014"
8076,"Australian Mammalogy","Wooden poles can provide habitat connectivity for a gliding mammal",NA,"http://dx.doi.org/10.1071/AM10023","10.1071/AM10023","https://doi.org/10.1071/AM10023"
8077,"Oryx","Preventing crop raiding by the vulnerable common hippopotamus <i>Hippopotamus amphibius</i> in Guinea-Bissau",NA,"https://doi.org/10.1017/S003060531500109X","10.1017/S003060531500109X","https://doi.org/10.1017/S003060531500109X"
8078,"Oryx","Uptake and performance of farm-based measures for reducing crop raiding by elephants <i>Loxodonta africana</i> among smallholder farms in Laikipia District, Kenya",NA,"https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A0B173F956A815834BA5B90B60A92BAF/S0030605308000677a.pdf/uptake_and_performance_of_farmbased_measures_for_reducing_crop_raiding_by_elephants_loxodonta_africana_among_smallholder_farms_in_laikipia_district_kenya.pdf",NA,NA
8079,"Wildlife Society Bulletin","Effects of food supplementation on depredation of duck nests in upland habitat",NA,"https://www.jstor.org/stable/3784040",NA,NA
8080,"Scientific Reports","Natural canopy bridges effectively mitigate tropical forest fragmentation for arboreal mammals",NA,"https://doi.org/10.1038/s41598-017-04112-x","10.1038/s41598-017-04112-x","https://doi.org/10.1038/s41598-017-04112-x"
8083,"Wildlife Society Bulletin","White‐tailed deer fawn recruitment before and after experimental coyote removals in central Georgia",NA,"https://doi.org/10.1002/wsb.534","10.1002/wsb.534","https://doi.org/10.1002/wsb.534"
8085,"Science","Coyote predation control by aversive conditioning",NA,"http://dx.doi.org/10.1126/science.184.4136.581","10.1126/science.184.4136.581","https://doi.org/10.1126/science.184.4136.581"
8086,"Oryx","Unmanned aerial vehicles mitigate human–elephant conflict on the borders of Tanzanian Parks: a case study",NA,"https://doi.org/10.1017/S0030605316000946","10.1017/S0030605316000946","https://doi.org/10.1017/S0030605316000946"
8087,"Wildlife Research","The use of nest boxes in urban natural vegetation remnants by vertebrate fauna","https://doi.org/10.1071/WR01024","https://doi.org/10.1071/WR01024",NA,NA
8088,"Ecology","Interference competition between introduced black rats and endemic Galapagos rice rats",NA,"https://esajournals.onlinelibrary.wiley.com/doi/full/10.1890/06-1701.1",NA,NA
8089,"Australian Mammalogy","Detection of the eastern pygmy-possum <i>Cercartetus nanus</i> (Marsupialia: Burramyidae) at Barren Grounds Nature Reserve, New South Wales","https://doi.org/10.1071/AM05085","https://doi.org/10.1071/AM05085","10.1071/AM05085","https://doi.org/10.1071/AM05085"
8090,"Journal of Wildlife Management","Assessment of shock collars as nonlethal management for wolves in Wisconsin",NA,"https://doi.org/10.1016/j.biocon.2009.06.020",NA,NA
8091,"Oryx","The reintroduction of large carnivores to the Eastern Cape, South Africa: an assessment","https://doi.org/10.1017/S0030605307001767","https://doi.org/10.1017/S0030605307001767",NA,NA
